Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,has_high_pay_lang,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
United States of America,25.0,,1,Full-stack,3.0,2,20.0,Software Development,2.0,0.0,20.0,12.323860125621126,0,6.0,3.0,10.0,625.0,400.0,0.7692307692307693,19.0
Portugal,26.0,,1,Other,2.0,1,23.0,Software Development,2.0,0.0,5.0,10.611671117922187,0,,,,676.0,529.0,0.8518518518518519,0.0
Canada,7.0,,1,Embedded/Hardware,1.0,2,3.0,Other,1.0,1.0,2.0,11.534129071221251,0,7.0,,,49.0,9.0,0.375,0.0
United States of America,10.0,,1,Other,2.0,2,11.0,Software Development,1.0,0.0,7.0,12.216027926866138,0,6.0,4.0,,100.0,121.0,1.0,0.0
Netherlands,15.0,5.0,1,Back-end,5.0,1,10.0,Other:,1.0,0.0,5.0,11.413016727990648,0,,,,225.0,100.0,0.625,0.0
Other,9.0,5.0,1,Back-end,2.0,1,5.0,Software Development,1.0,1.0,10.0,9.486000469200638,0,,,,81.0,25.0,0.5,0.0
Norway,40.0,,1,Management,,1,30.0,Other,4.0,0.0,3.0,11.83760703550258,0,4.0,,,1600.0,900.0,0.7317073170731707,0.0
United Kingdom of Great Britain and Northern Ireland,17.0,,1,Back-end,2.0,1,14.0,Software Development,1.0,0.0,8.0,11.464785089642293,1,15.0,7.0,14.0,289.0,196.0,0.7777777777777778,36.0
Other,9.0,,1,Other,2.0,2,4.0,Software Development,0.0,0.0,20.0,10.927519962848502,1,3.0,,,81.0,16.0,0.4,0.0
United States of America,26.0,5.0,1,Full-stack,6.0,2,28.0,Healthcare,3.0,0.0,10.0,12.323860125621126,0,7.0,1.0,,676.0,784.0,1.037037037037037,0.0
Spain,15.0,,1,Mobile,5.0,2,10.0,Banking/Financial Services,1.0,0.0,,11.304805984955106,1,1.0,,,225.0,100.0,0.625,0.0
United States of America,8.0,5.0,1,Full-stack,1.0,2,8.0,"Internet, Telecomm or Information Services",2.0,0.0,10.0,12.206077645517674,0,6.0,5.0,12.0,64.0,64.0,0.8888888888888888,23.0
United States of America,14.0,5.0,1,Back-end,4.0,1,9.0,Software Development,1.0,0.0,4.0,12.100717685412471,1,6.0,1.0,6.0,196.0,81.0,0.6,13.0
Italy,17.0,5.0,1,Other,1.0,2,7.0,Healthcare,1.0,0.0,19.0,11.997953165515051,0,5.0,2.0,9.0,289.0,49.0,0.3888888888888889,16.0
United States of America,39.0,,1,Full-stack,1.0,2,30.0,Software Development,3.0,0.0,12.0,12.206077645517674,1,14.0,5.0,11.0,1521.0,900.0,0.75,30.0
Germany,18.0,,1,Other,,1,6.0,Software Development,1.0,0.0,,11.661483391611373,1,6.0,2.0,7.0,324.0,36.0,0.3157894736842105,15.0
Other,7.0,5.0,1,Back-end,3.0,1,6.0,Fintech,1.0,0.0,4.0,9.676210469940312,1,7.0,7.0,8.0,49.0,36.0,0.75,22.0
Other,25.0,5.0,1,Back-end,2.0,1,18.0,Software Development,2.0,0.0,15.0,10.927519962848502,0,5.0,4.0,6.0,625.0,324.0,0.6923076923076923,15.0
Finland,40.0,,1,Other,,1,30.0,Software Development,3.0,0.0,2.0,11.997953165515051,0,,,,1600.0,900.0,0.7317073170731707,0.0
Netherlands,18.0,,1,Other,,1,13.0,Other,2.0,0.0,7.0,11.556119045056985,0,4.0,1.0,10.0,324.0,169.0,0.6842105263157895,15.0
United Kingdom of Great Britain and Northern Ireland,14.0,5.0,1,Back-end,4.0,1,6.0,Software Development,1.0,0.0,3.0,11.18658572082757,1,9.0,1.0,4.0,196.0,36.0,0.4,14.0
United Kingdom of Great Britain and Northern Ireland,9.0,,1,Back-end,3.0,1,5.0,Other,1.0,0.0,,12.409242034836966,1,5.0,4.0,4.0,81.0,25.0,0.5,13.0
United States of America,45.0,,1,Full-stack,3.0,1,40.0,Government,4.0,0.0,20.0,11.475233981948293,0,,,,2025.0,1600.0,0.8695652173913043,0.0
Netherlands,10.0,5.0,1,Full-stack,2.0,1,2.0,Fintech,0.0,0.0,4.0,10.745205588904774,0,,,,100.0,4.0,0.18181818181818182,0.0
Germany,15.0,5.0,1,Back-end,2.0,2,11.0,Software Development,1.0,0.0,10.0,11.610188282590439,0,,7.0,,225.0,121.0,0.6875,0.0
Germany,18.0,,1,Full-stack,3.0,1,14.0,Other,2.0,0.0,3.0,11.199446837474438,0,3.0,2.0,,324.0,196.0,0.7368421052631579,0.0
United States of America,14.0,5.0,1,Full-stack,4.0,2,10.0,"Internet, Telecomm or Information Services",1.0,0.0,12.0,12.230770136157428,0,,,,196.0,100.0,0.6666666666666666,0.0
Other,40.0,,1,Full-stack,,1,33.0,Other,4.0,,11.0,10.862991018833101,0,2.0,2.0,4.0,1600.0,1089.0,0.8048780487804879,8.0
Other,25.0,,1,Other,5.0,1,25.0,Banking/Financial Services,3.0,1.0,30.0,12.914236509200212,1,4.0,2.0,12.0,625.0,625.0,0.9615384615384616,18.0
Denmark,18.0,,1,Management,2.0,1,12.0,Software Development,2.0,0.0,5.0,12.360003301153881,0,,,,324.0,144.0,0.631578947368421,0.0
Germany,26.0,,1,Back-end,1.0,2,12.0,Software Development,2.0,0.0,,11.556119045056985,1,2.0,2.0,2.0,676.0,144.0,0.4444444444444444,6.0
United States of America,40.0,,1,Management,5.0,1,31.0,Software Development,3.0,1.0,9.0,12.644330802262578,1,17.0,5.0,12.0,1600.0,961.0,0.7560975609756098,34.0
Belgium,20.0,,1,Full-stack,4.0,2,17.0,Software Development,3.0,0.0,3.0,12.192105558301558,0,,,,400.0,289.0,0.8095238095238095,0.0
United States of America,40.0,5.0,1,Back-end,2.0,0,27.0,Government,4.0,1.0,50.0,12.388398368982115,1,8.0,5.0,8.0,1600.0,729.0,0.6585365853658537,21.0
United States of America,,5.0,1,Full-stack,3.0,1,6.0,Healthcare,1.0,0.0,,11.736077016252437,1,7.0,2.0,4.0,,36.0,,13.0
Netherlands,52.0,,1,Other,4.0,1,43.0,Government,5.0,0.0,1.0,11.661483391611373,0,1.0,,,2704.0,1849.0,0.8113207547169812,0.0
Other,2.0,,1,Back-end,3.0,1,2.0,Software Development,0.0,0.0,5.0,12.020784693332617,1,2.0,2.0,2.0,4.0,4.0,0.6666666666666666,6.0
France,17.0,,1,Back-end,4.0,1,11.0,Software Development,2.0,0.0,,11.215193056664946,0,4.0,3.0,6.0,289.0,121.0,0.6111111111111112,13.0
France,12.0,5.0,1,Full-stack,,1,8.0,Software Development,1.0,,,11.304805984955106,0,,,,144.0,64.0,0.6153846153846154,0.0
Canada,16.0,,1,Management,,1,20.0,Manufacturing,3.0,0.0,,11.569220728625433,0,,,,256.0,400.0,1.1764705882352942,0.0
Finland,30.0,,1,Data/ML,4.0,1,20.0,Software Development,2.0,0.0,50.0,11.738442198059623,1,9.0,3.0,8.0,900.0,400.0,0.6451612903225806,20.0
Other,14.0,,1,Management,,1,20.0,Software Development,2.0,1.0,5.0,10.457516333602767,1,6.0,10.0,8.0,196.0,400.0,1.3333333333333333,24.0
Portugal,4.0,,1,Front-end,,1,4.0,Other,2.0,0.0,,10.840502055950259,0,,,,16.0,16.0,0.8,0.0
India,20.0,,1,Other,,1,14.0,Software Development,2.0,,,10.308985993422082,1,11.0,,,400.0,196.0,0.6666666666666666,0.0
Germany,,,1,Devops/Cloud,,1,8.0,Retail and Consumer Services,1.0,0.0,15.0,11.556119045056985,0,,,,,64.0,,0.0
Other,8.0,5.0,1,Other,4.0,0,16.0,Government,2.0,0.0,,9.741027444837728,0,4.0,5.0,,64.0,256.0,1.7777777777777777,0.0
India,10.0,,1,Mobile,4.0,1,6.0,Software Development,1.0,1.0,2.0,10.277152348094495,0,,3.0,,100.0,36.0,0.5454545454545454,0.0
Other,20.0,,1,Full-stack,3.0,2,10.0,Software Development,1.0,0.0,10.0,10.591521683709251,0,,,,400.0,100.0,0.47619047619047616,0.0
Czech Republic,35.0,,1,Back-end,,1,28.0,Other:,3.0,,5.0,10.753788043370438,0,5.0,1.0,,1225.0,784.0,0.7777777777777778,0.0
United States of America,28.0,5.0,1,Full-stack,,1,24.0,Other,3.0,,5.0,12.04355959836804,1,7.0,3.0,4.0,784.0,576.0,0.8275862068965517,14.0
Belgium,25.0,5.0,1,Full-stack,2.0,1,23.0,Software Development,2.0,0.0,7.0,11.421654118088762,1,6.0,4.0,10.0,625.0,529.0,0.8846153846153846,20.0
Other,30.0,5.0,1,Other,,1,25.0,Software Development,3.0,,10.0,11.35401179341874,0,5.0,,5.0,900.0,625.0,0.8064516129032258,0.0
Canada,30.0,5.0,1,Full-stack,,1,27.0,Other:,2.0,,10.0,11.534129071221251,0,5.0,2.0,10.0,900.0,729.0,0.8709677419354839,17.0
Italy,10.0,,1,Full-stack,1.0,2,7.0,Software Development,1.0,0.0,,10.968336211051428,0,,,,100.0,49.0,0.6363636363636364,0.0
United Kingdom of Great Britain and Northern Ireland,20.0,,1,Back-end,6.0,1,10.0,Software Development,2.0,0.0,4.0,11.359424573984468,1,10.0,,,400.0,100.0,0.47619047619047616,0.0
Norway,5.0,5.0,1,Full-stack,3.0,1,4.0,Healthcare,1.0,0.0,40.0,11.39020400534652,1,6.0,4.0,6.0,25.0,16.0,0.6666666666666666,16.0
United States of America,33.0,,1,Management,1.0,2,24.0,Software Development,3.0,1.0,3.0,12.301387370778713,0,,,,1089.0,576.0,0.7058823529411765,0.0
Germany,18.0,,1,Full-stack,,1,3.0,Other,1.0,,10.0,9.439068301584292,0,6.0,4.0,,324.0,9.0,0.15789473684210525,0.0
United States of America,20.0,,1,Devops/Cloud,3.0,2,12.0,Healthcare,2.0,0.0,5.0,12.264346270624157,1,12.0,4.0,,400.0,144.0,0.5714285714285714,0.0
Sweden,14.0,5.0,1,Other,5.0,1,9.0,Healthcare,1.0,0.0,6.0,11.113745563504079,0,5.0,1.0,6.0,196.0,81.0,0.6,12.0
United States of America,25.0,,1,Full-stack,,1,25.0,Other,3.0,,10.0,11.775297421715827,0,5.0,5.0,11.0,625.0,625.0,0.9615384615384616,21.0
United States of America,24.0,5.0,1,Devops/Cloud,,1,13.0,Software Development,2.0,0.0,30.0,12.474980836345456,0,3.0,2.0,7.0,576.0,169.0,0.52,12.0
Germany,13.0,5.0,1,Other,,1,6.0,Software Development,0.0,1.0,10.0,11.063649525214753,1,18.0,3.0,,169.0,36.0,0.42857142857142855,0.0
Other,25.0,,1,Other,1.0,2,10.0,Software Development,2.0,0.0,10.0,12.206077645517674,0,10.0,8.0,11.0,625.0,100.0,0.38461538461538464,29.0
Czech Republic,16.0,,1,Other,,1,10.0,Software Development,1.0,,20.0,11.813037464800539,0,,,,256.0,100.0,0.5882352941176471,0.0
Germany,20.0,,1,Front-end,,1,23.0,"Internet, Telecomm or Information Services",3.0,,3.0,11.843803511820838,0,2.0,,3.0,400.0,529.0,1.0952380952380953,0.0
Other,15.0,,1,Data/ML,5.0,2,11.0,"Internet, Telecomm or Information Services",2.0,0.0,13.0,11.58171431564635,1,11.0,10.0,12.0,225.0,121.0,0.6875,33.0
United Kingdom of Great Britain and Northern Ireland,30.0,,1,Mobile,,1,28.0,Other,3.0,0.0,2.0,11.572994638436139,1,2.0,,1.0,900.0,784.0,0.9032258064516129,0.0
Other,20.0,5.0,1,Data/ML,1.0,1,14.0,Software Development,1.0,0.0,1.0,10.278115374824123,0,,,,400.0,196.0,0.6666666666666666,0.0
Italy,25.0,,1,Full-stack,,1,20.0,Software Development,2.0,,16.0,10.745205588904774,0,3.0,3.0,6.0,625.0,400.0,0.7692307692307693,12.0
Other,11.0,5.0,1,Full-stack,2.0,1,7.0,Banking/Financial Services,1.0,0.0,69.0,10.79398857022398,1,7.0,2.0,8.0,121.0,49.0,0.5833333333333334,17.0
United States of America,16.0,5.0,1,Full-stack,,0,8.0,"Internet, Telecomm or Information Services",1.0,0.0,3.0,13.122365377402328,0,,,,256.0,64.0,0.47058823529411764,0.0
United Kingdom of Great Britain and Northern Ireland,30.0,5.0,1,Devops/Cloud,5.0,1,14.0,Other,2.0,0.0,2.0,12.609909762512952,1,9.0,,9.0,900.0,196.0,0.45161290322580644,0.0
United States of America,3.0,5.0,1,Back-end,,1,1.0,Software Development,1.0,0.0,3.0,11.982935344196433,1,4.0,,,9.0,1.0,0.25,0.0
Israel,9.0,5.0,1,Full-stack,,1,5.0,Other,1.0,,3.0,11.602967245644887,0,,,,81.0,25.0,0.5,0.0
Germany,33.0,,1,Management,,1,17.0,Other,2.0,,20.0,11.843803511820838,0,5.0,14.0,11.0,1089.0,289.0,0.5,30.0
Netherlands,21.0,5.0,1,Full-stack,2.0,2,15.0,Higher Education,2.0,0.0,,12.123701395571763,1,4.0,2.0,4.0,441.0,225.0,0.6818181818181818,10.0
United States of America,10.0,5.0,1,Embedded/Hardware,,0,7.0,Software Development,1.0,0.0,12.0,11.918397239722838,1,15.0,9.0,9.0,100.0,49.0,0.6363636363636364,33.0
Germany,30.0,,1,Embedded/Hardware,5.0,1,17.0,Other:,2.0,,16.0,11.332985070956667,0,9.0,,5.0,900.0,289.0,0.5483870967741935,0.0
Other,11.0,,1,Other,5.0,1,14.0,Banking/Financial Services,2.0,1.0,5.0,10.415202780486952,1,17.0,12.0,21.0,121.0,196.0,1.1666666666666667,50.0
Other,8.0,,1,Full-stack,1.0,1,7.0,Software Development,1.0,0.0,5.0,9.647368744540465,1,4.0,2.0,14.0,64.0,49.0,0.7777777777777778,20.0
United States of America,29.0,5.0,1,Other,,1,27.0,Manufacturing,4.0,,2.0,12.100717685412471,0,,,,841.0,729.0,0.9,0.0
United Kingdom of Great Britain and Northern Ireland,13.0,,1,Other,6.0,2,10.0,Software Development,1.0,1.0,1.0,11.870250197750458,0,,,,169.0,100.0,0.7142857142857143,0.0
India,25.0,,1,Management,2.0,2,25.0,Software Development,3.0,1.0,3.0,10.929457461212126,0,4.0,2.0,2.0,625.0,625.0,0.9615384615384616,8.0
Netherlands,21.0,5.0,1,Full-stack,5.0,1,9.0,Other:,1.0,0.0,38.0,11.230708431949505,1,14.0,8.0,14.0,441.0,81.0,0.4090909090909091,36.0
Germany,18.0,,1,Back-end,1.0,1,14.0,Retail and Consumer Services,2.0,0.0,,11.150663514162712,0,,,6.0,324.0,196.0,0.7368421052631579,0.0
Netherlands,10.0,5.0,1,Management,1.0,1,8.0,Software Development,1.0,1.0,6.0,11.275822431886601,1,6.0,,,100.0,64.0,0.7272727272727273,0.0
India,24.0,,1,Back-end,,1,13.0,Software Development,2.0,0.0,7.0,11.414959762384248,0,4.0,5.0,2.0,576.0,169.0,0.52,11.0
Poland,7.0,5.0,1,Back-end,5.0,1,1.0,Software Development,0.0,0.0,,10.243880663900578,1,4.0,2.0,8.0,49.0,1.0,0.125,14.0
Germany,36.0,,1,Other,,1,25.0,Manufacturing,3.0,0.0,,11.923842351756639,0,9.0,,14.0,1296.0,625.0,0.6756756756756757,0.0
Netherlands,22.0,5.0,1,Full-stack,1.0,1,15.0,Healthcare,2.0,0.0,7.0,11.438341995170033,1,12.0,3.0,10.0,484.0,225.0,0.6521739130434783,25.0
France,15.0,,1,Full-stack,3.0,1,7.0,Software Development,1.0,0.0,15.0,10.862991018833101,0,8.0,5.0,11.0,225.0,49.0,0.4375,24.0
United Kingdom of Great Britain and Northern Ireland,10.0,5.0,1,Full-stack,3.0,2,8.0,Higher Education,2.0,0.0,5.0,11.770161216452207,1,8.0,4.0,9.0,100.0,64.0,0.7272727272727273,21.0
United States of America,15.0,5.0,1,Back-end,2.0,2,10.0,Software Development,1.0,0.0,25.0,12.206077645517674,0,6.0,3.0,3.0,225.0,100.0,0.625,12.0
United States of America,15.0,5.0,1,Front-end,3.0,2,13.0,Software Development,2.0,0.0,5.0,12.154784614286667,0,5.0,1.0,,225.0,169.0,0.8125,0.0
Brazil,19.0,,1,Other,,0,19.0,Government,2.0,0.0,6.0,9.991727341385536,0,,,,361.0,361.0,0.95,0.0
Brazil,12.0,5.0,1,Front-end,3.0,2,7.0,Other:,1.0,0.0,10.0,9.858228646130513,0,4.0,,7.0,144.0,49.0,0.5384615384615384,0.0
Other,15.0,,1,Back-end,2.0,1,2.0,Software Development,0.0,0.0,,11.007568195796024,1,8.0,4.0,,225.0,4.0,0.125,0.0
Netherlands,24.0,5.0,1,Other,6.0,2,12.0,Software Development,2.0,0.0,4.0,11.681283314746796,1,6.0,4.0,19.0,576.0,144.0,0.48,29.0
Switzerland,10.0,,1,Data/ML,,1,7.0,Healthcare,1.0,0.0,40.0,11.722975671333126,0,9.0,3.0,10.0,100.0,49.0,0.6363636363636364,22.0
Other,22.0,,1,Back-end,,1,15.0,Other:,2.0,,4.0,11.695255355062795,0,,,,484.0,225.0,0.6521739130434783,0.0
United States of America,20.0,,1,Mobile,3.0,2,15.0,Healthcare,2.0,0.0,,12.013706813470414,1,2.0,2.0,,400.0,225.0,0.7142857142857143,0.0
Other,6.0,5.0,1,Full-stack,2.0,1,5.0,Retail and Consumer Services,1.0,0.0,3.0,10.406472518522957,0,5.0,1.0,11.0,36.0,25.0,0.7142857142857143,17.0
Belgium,9.0,5.0,1,Full-stack,2.0,1,4.0,Other,1.0,0.0,2.0,10.745205588904774,1,6.0,3.0,6.0,81.0,16.0,0.4,15.0
France,24.0,,1,Other,2.0,0,15.0,Software Development,2.0,0.0,10.0,11.304805984955106,0,4.0,2.0,2.0,576.0,225.0,0.6,8.0
Other,30.0,,1,Other,1.0,1,22.0,Software Development,3.0,0.0,15.0,9.934356176198595,1,5.0,3.0,4.0,900.0,484.0,0.7096774193548387,12.0
United Kingdom of Great Britain and Northern Ireland,25.0,,1,Other,4.0,1,25.0,Other,3.0,0.0,23.0,11.918397239722838,1,7.0,3.0,5.0,625.0,625.0,0.9615384615384616,15.0
United States of America,11.0,,1,Full-stack,,1,5.0,Government,1.0,0.0,,12.04355959836804,0,9.0,,,121.0,25.0,0.4166666666666667,0.0
Ukraine,15.0,,1,Full-stack,1.0,1,7.0,Software Development,1.0,0.0,5.0,9.75597313724758,0,3.0,4.0,7.0,225.0,49.0,0.4375,14.0
Canada,23.0,5.0,1,Other,,1,17.0,"Internet, Telecomm or Information Services",2.0,0.0,,11.534129071221251,0,,,,529.0,289.0,0.7083333333333334,0.0
India,10.0,,1,Other,2.0,2,15.0,Other,2.0,0.0,5.0,9.360913230455557,0,2.0,,,100.0,225.0,1.3636363636363635,0.0
Other,20.0,,1,Other,4.0,0,14.0,Banking/Financial Services,1.0,0.0,20.0,10.905185041352151,1,9.0,4.0,10.0,400.0,196.0,0.6666666666666666,23.0
United States of America,37.0,5.0,1,Other,5.0,1,32.0,Other,3.0,0.0,6.0,11.888625282853006,0,5.0,1.0,,1369.0,1024.0,0.8421052631578947,0.0
Brazil,3.0,,1,Other,2.0,0,17.0,Government,3.0,1.0,4.0,9.991727341385536,0,2.0,,,9.0,289.0,4.25,0.0
United States of America,11.0,,1,Other,6.0,0,6.0,Other,0.0,0.0,,10.714439990727769,0,,,,121.0,36.0,0.5,0.0
Denmark,24.0,,1,Full-stack,1.0,1,8.0,Software Development,1.0,0.0,3.0,11.56149655752618,0,,,,576.0,64.0,0.32,0.0
United States of America,26.0,5.0,1,Other,,1,16.0,Software Development,2.0,,3.0,11.289794413577894,1,8.0,1.0,12.0,676.0,256.0,0.5925925925925926,21.0
France,11.0,,1, Data/ML,3.0,1,3.0,Other:,1.0,0.0,,10.858537352560367,0,5.0,3.0,5.0,121.0,9.0,0.25,13.0
France,10.0,,1,Full-stack,,1,10.0,Software Development,2.0,,3.0,11.661483391611373,0,,,,100.0,100.0,0.9090909090909091,0.0
Romania,18.0,,1,Other,2.0,1,14.0,Software Development,1.0,1.0,5.0,11.610777865137733,0,,,,324.0,196.0,0.7368421052631579,0.0
United Kingdom of Great Britain and Northern Ireland,22.0,5.0,1,Management,3.0,2,22.0,Fintech,2.0,1.0,20.0,12.15792702359876,0,,,,484.0,484.0,0.9565217391304348,0.0
United States of America,,,1,Back-end,3.0,2,10.0,Software Development,1.0,0.0,,11.002116507732017,1,10.0,3.0,,,100.0,,0.0
Other,18.0,,1,Back-end,,2,9.0,Fintech,1.0,0.0,10.0,11.102699039760354,0,,,,324.0,81.0,0.47368421052631576,0.0
Belgium,21.0,5.0,1,Other,2.0,1,11.0,Other,1.0,1.0,5.0,11.230708431949505,0,5.0,6.0,9.0,441.0,121.0,0.5,20.0
Poland,10.0,,1,Full-stack,2.0,1,8.0,Software Development,0.0,0.0,15.0,10.39662770624607,0,,,,100.0,64.0,0.7272727272727273,0.0
Germany,20.0,,1,Other,,1,13.0,Software Development,1.0,0.0,8.0,11.419416661712502,0,7.0,6.0,4.0,400.0,169.0,0.6190476190476191,17.0
Brazil,15.0,,1,Full-stack,1.0,2,10.0,Software Development,1.0,0.0,10.0,10.642300975279205,1,9.0,6.0,25.0,225.0,100.0,0.625,40.0
United States of America,37.0,,1,Back-end,5.0,1,31.0,Fintech,4.0,0.0,5.0,12.468440756144114,0,6.0,4.0,10.0,1369.0,961.0,0.8157894736842105,20.0
United States of America,12.0,,1,Other,5.0,1,9.0,Other,1.0,0.0,5.0,11.775297421715827,0,2.0,,,144.0,81.0,0.6923076923076923,0.0
Other,10.0,5.0,1,Front-end,1.0,2,7.0,Software Development,2.0,0.0,1.0,10.318836982718269,0,5.0,1.0,5.0,100.0,49.0,0.6363636363636364,11.0
Brazil,18.0,5.0,1,Back-end,6.0,1,13.0,Fintech,2.0,0.0,,10.424600084170255,0,3.0,5.0,11.0,324.0,169.0,0.6842105263157895,19.0
Other,27.0,,1,Other,,1,27.0,Other:,3.0,0.0,4.0,11.002116507732017,0,8.0,3.0,3.0,729.0,729.0,0.9642857142857143,14.0
Austria,32.0,,1,Back-end,3.0,1,26.0,Software Development,2.0,0.0,30.0,11.483548146259551,0,6.0,1.0,,1024.0,676.0,0.7878787878787878,0.0
Germany,18.0,,1,Devops/Cloud,5.0,1,10.0,Software Development,1.0,0.0,12.0,11.438341995170033,0,,,,324.0,100.0,0.5263157894736842,0.0
United States of America,8.0,5.0,1,Embedded/Hardware,,0,3.0,Other:,0.0,0.0,15.0,11.51293546492023,0,5.0,,,64.0,9.0,0.3333333333333333,0.0
Spain,27.0,5.0,1,Other,5.0,0,15.0,Other:,2.0,0.0,8.0,10.968336211051428,0,9.0,3.0,9.0,729.0,225.0,0.5357142857142857,21.0
Other,30.0,,1,Other,,2,20.0,Software Development,2.0,0.0,100.0,12.030033314170277,0,,,,900.0,400.0,0.6451612903225806,0.0
United Kingdom of Great Britain and Northern Ireland,8.0,,1,Other,6.0,1,2.0,Banking/Financial Services,1.0,0.0,5.0,10.929869592203938,0,,,,64.0,4.0,0.2222222222222222,0.0
Other,3.0,,1,Other,,1,5.0,Software Development,1.0,,,11.959097360962618,0,,,,9.0,25.0,1.25,0.0
Austria,20.0,,1,Back-end,,1,20.0,Software Development,1.0,,4.0,12.066942753369188,0,9.0,8.0,12.0,400.0,400.0,0.9523809523809523,29.0
United Kingdom of Great Britain and Northern Ireland,18.0,,1,Front-end,3.0,2,12.0,Healthcare,2.0,0.0,10.0,11.748890469044417,0,6.0,8.0,10.0,324.0,144.0,0.631578947368421,24.0
Poland,18.0,,1,Management,,1,12.0,Software Development,2.0,,10.0,11.392936247483393,1,10.0,3.0,8.0,324.0,144.0,0.631578947368421,21.0
Other,8.0,5.0,1, Data/ML,,2,4.0,Software Development,0.0,0.0,11.0,11.033598508263609,0,10.0,5.0,5.0,64.0,16.0,0.4444444444444444,20.0
Poland,18.0,5.0,1,Other,,1,10.0,Software Development,1.0,,12.0,11.467049051702702,1,5.0,1.0,8.0,324.0,100.0,0.5263157894736842,14.0
United States of America,7.0,,1,Devops/Cloud,2.0,1,7.0,Healthcare,1.0,0.0,10.0,11.951186847493476,0,5.0,5.0,7.0,49.0,49.0,0.875,17.0
Italy,25.0,,1,Devops/Cloud,3.0,1,20.0,Software Development,3.0,1.0,5.0,11.373801319159593,1,3.0,3.0,2.0,625.0,400.0,0.7692307692307693,8.0
Denmark,56.0,,1,Other,,1,56.0,Other,5.0,,45.0,11.954542479693881,0,,,,3136.0,3136.0,0.9824561403508771,0.0
United States of America,8.0,,1,Back-end,2.0,2,6.0,Software Development,1.0,0.0,15.0,11.51293546492023,1,15.0,6.0,15.0,64.0,36.0,0.6666666666666666,36.0
France,36.0,,1,Other,3.0,1,30.0,Other,3.0,0.0,6.0,10.968336211051428,0,7.0,2.0,5.0,1296.0,900.0,0.8108108108108109,14.0
Other,6.0,5.0,1,Full-stack,1.0,0,4.0,Government,1.0,1.0,,10.157897185724337,0,,,,36.0,16.0,0.5714285714285714,0.0
Netherlands,26.0,,1,Mobile,,1,26.0,Software Development,2.0,,20.0,10.275223507900165,1,6.0,1.0,8.0,676.0,676.0,0.9629629629629629,15.0
France,12.0,,1,Back-end,,1,6.0,Software Development,1.0,0.0,4.0,11.230708431949505,0,4.0,,2.0,144.0,36.0,0.46153846153846156,0.0
Netherlands,5.0,,1,Devops/Cloud,,1,22.0,Retail and Consumer Services,2.0,0.0,15.0,11.661483391611373,0,4.0,1.0,9.0,25.0,484.0,3.6666666666666665,14.0
United States of America,11.0,5.0,1,Full-stack,1.0,2,6.0,Software Development,1.0,0.0,20.0,12.429220196836383,1,7.0,7.0,23.0,121.0,36.0,0.5,37.0
United States of America,5.0,5.0,1,Other,6.0,1,1.0,Software Development,0.0,0.0,5.0,11.982935344196433,0,8.0,1.0,7.0,25.0,1.0,0.16666666666666666,16.0
United Kingdom of Great Britain and Northern Ireland,10.0,5.0,1, Data/ML,3.0,1,6.0,"Internet, Telecomm or Information Services",1.0,0.0,20.0,11.978462885537345,1,11.0,6.0,15.0,100.0,36.0,0.5454545454545454,32.0
Other,8.0,5.0,1,Full-stack,,1,3.0,Banking/Financial Services,1.0,0.0,9.0,9.893134140456636,0,10.0,8.0,12.0,64.0,9.0,0.3333333333333333,30.0
United Kingdom of Great Britain and Northern Ireland,7.0,,1,Full-stack,3.0,2,3.0,Software Development,1.0,0.0,20.0,11.29382373448235,1,8.0,1.0,4.0,49.0,9.0,0.375,13.0
Germany,10.0,,1,Back-end,6.0,1,9.0,Banking/Financial Services,2.0,0.0,1.0,11.661483391611373,1,5.0,2.0,10.0,100.0,81.0,0.8181818181818182,17.0
United Kingdom of Great Britain and Northern Ireland,28.0,5.0,1,Back-end,5.0,1,24.0,Software Development,3.0,0.0,10.0,11.310637907535396,0,3.0,2.0,7.0,784.0,576.0,0.8275862068965517,12.0
United Kingdom of Great Britain and Northern Ireland,18.0,,1,Back-end,1.0,2,20.0,"Internet, Telecomm or Information Services",3.0,0.0,6.0,11.68219555401945,1,6.0,5.0,9.0,324.0,400.0,1.0526315789473684,20.0
India,15.0,5.0,1,Other,3.0,1,11.0,Other:,1.0,0.0,3.0,10.970282323317344,0,5.0,4.0,9.0,225.0,121.0,0.6875,18.0
United States of America,15.0,5.0,1,Other,,1,17.0,Software Development,2.0,,15.0,11.51293546492023,0,7.0,8.0,7.0,225.0,289.0,1.0625,22.0
Germany,20.0,,1,Other,5.0,2,15.0,Government,3.0,0.0,20.0,11.469109409385792,0,4.0,5.0,,400.0,225.0,0.7142857142857143,0.0
Switzerland,30.0,,1,Full-stack,,1,30.0,Banking/Financial Services,3.0,0.0,1.0,12.315769744603127,0,6.0,1.0,,900.0,900.0,0.967741935483871,0.0
Germany,11.0,5.0,1,Other,2.0,1,6.0,Software Development,1.0,0.0,0.0,11.081665512036867,0,2.0,1.0,3.0,121.0,36.0,0.5,6.0
India,10.0,5.0,1, Data/ML,,1,5.0,Software Development,1.0,0.0,4.0,10.236346124873199,0,3.0,3.0,3.0,100.0,25.0,0.45454545454545453,9.0
